,Review_text,Sentiment
422,"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.          1", 1
423,"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).          1", 1
424,"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.          1", 1
425,"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.          1", 1
426,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.          0, 0
427,"Regardless, the film fails on most levels.          0", 0
428,Avoid at all costs.          0, 0
429,"I saw this film over Christmas, and what a great film it was!          1", 1
430,I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!          1, 1
431,His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!          1, 1
432,"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.          1", 1
433,But it wasn't until I watched this film that I realised how great he actually was.          1, 1
435,"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.          0", 0
436,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.          0", 0
437,"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.          1", 1
438,"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.          1", 1
439,Nevertheless yet another wonderful film from the great master's stable.          1, 1
440,I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!          1, 1
441,Excellently produced by one of Sci-fi's best producers Scot Vandiver !          1, 1
442,"But it is entertaining, nonetheless.          1", 1
443,It's a campy sort of film that's a joy to watch.          1, 1
444,There's barely a boring moment in the film and there are plenty of humorous parts.          1, 1
445,The cast is always entertaining as usual.          1, 1
446,"Overall, a delight!          1", 1
447,"This movie is so mind-bendingly awful, it couldn't have even been created.          0", 0
448,The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.          0, 0
449,The least said about the acting the better.          0, 0
450,This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.          1, 1
451,I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.          1, 1
452,Nothing short of magnificent photography/cinematography in this film.          1, 1
453,"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.          1", 1
455,Excellent performance.          1, 1
456,There still are good actors around!          1, 1
457,Also great directing and photography.          1, 1
458,"Very true to Shakespear, and a 'must' for all Shakespear fans.          1", 1
459,"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.          1", 1
460,"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.          1", 1
461,"If you love death and decay, and Shakespears lyrics... this is the one.          1", 1
462,"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.          1", 1
463,"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.          1", 1
464,"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.          1", 1
465,Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.          1, 1
466,"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.          0", 0
467,"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.          0", 0
468,"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.          1", 1
469,It is not good.          0, 0
470,"Speaking of the music, it is unbearably predictably and kitchy.          0", 0
471,Then the film just dropped the ball.          0, 0
472,This is a stunning movie.          1, 1
473,Raw and sublimely moving.          1, 1
474,"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.          1", 1
475,All of the main players are mesmerising.          1, 1
476,Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.          1, 1
477,Julian Fellowes has triumphed again.          1, 1
478,He's a national treasure.          1, 1
479,GO AND SEE IT!          1, 1
480,This is an excellent film.          1, 1
481,The aerial scenes were well-done.          1, 1
482,It was also the right balance of war and love.          1, 1
483,"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.          1", 1
484,Kris Kristoffersen is good in this movie and really makes a difference.          1, 1
485,A good film by a great director!          1, 1
486,This is definitely one of the better documentaries I have seen looking at family relationships and marriage.          1, 1
487,"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.          0", 0
488,This is just a great movie.          1, 1
490,I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.          0, 0
491,It's so bad it's actually worth seeing just for that reason.          0, 0
492,Punishment Park is a brilliant piece of cinema.          1, 1
493,"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.          1", 1
494,This is one of Peter Watkins most accessible films.          1, 1
495,I advise you to look out for it.          1, 1
496,You wont regret it!          1, 1
497,Highly recommended A+          1, 1
498,Well... Just if you keep thinking how bad it is.          0, 0
499,"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.          0", 0
500,It's a case of 'so bad it is laughable'.          0, 0
501,") very bad performance plays Angela Bennett, a computer expert who is at home all the time.          0", 0
502,"It is a film about nothing, just a pretext to show ridiculous action scenes.          0", 0
503,How awful she is!          0, 0
504,"But she is still a bad actress, repeating her robotic face moves in each of her pictures.          0", 0
505,"The results, well, are a shame.          0", 0
506,DELETE this film from your mind!          0, 0
507,One of the worst shows of all time.          0, 0
508,The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.          0, 0
509,"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???          0", 0
510,Never heard of any of them except Cole who was totally unbelievable in the part.          0, 0
511,"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.          0", 0
512,The stories were as unbelievable as the actors.          0, 0
513,Lame would be the best way to describe it.          0, 0
514,"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.          1", 1
515,The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.          1, 1
516,The attractive set used throughout most of the film is an eye-pleasing gem.          1, 1
517,"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.          0", 0
518,"The lines, the cuts, the audio, everything is wrong.          0", 0
519,You can find better movies at youtube.          0, 0
520,"Top line: Don't waste your time and money on this one, its as bad as it comes.          0", 0
521,"A Lassie movie which should have been ""put to sleep"".... FOREVER.          0", 0
522,That's how I'd describe this painfully dreary time-waster of a film.          0, 0
523,"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.          0", 0
524,"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.          0", 0
525,"It's an empty, hollow shell of a movie.          0", 0
526,"Seriously, it's not worth wasting your, or your kid's time on.          0", 0
527,"Avoid, avoid, avoid!          0", 0
528,It will drive you barking mad!          0, 0
529,The transfers are very good.          1, 1
530,Very nice and relaxing late night viewing.          1, 1
531,The movie is full of wonderful dancing (hence the title!          1, 1
532,") some great music, and terrific scenery.          1", 1
533,"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!          1", 1
534,") a happy, wonderful, feel good ending!          1", 1
535,"The point is the journey, a journey that touches every member of the family.          1", 1
536,It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!          1, 1
537,Nothing new there.          0, 0
538,That was done in the second movie.          0, 0
539,The movie has almost no action scenes in it and very little comedy.          0, 0
540,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.          0, 0
541,What on earth is Irons doing in this film?          0, 0
542,I just saw this film and I recommend it.          1, 1
543,"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.          1", 1
544,"A very good film indeed, about great and unconditional love.          1", 1
545,"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.          1", 1
546,"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.          1", 1
547,"Despite the pans of reviewers, I liked this movie.          1", 1
548,"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.          1", 1
549,"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).          1", 1
550,"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.          1", 1
551,I guess I liked the details of his dysfunction--he was believable.          1, 1
552,The football scenes at the end were perplexing.          0, 0
553,But I thought his acting was skilled.          1, 1
554,Meredith M was better than all right.          1, 1
555,A very charming film with wonderful sentiment and heart.          1, 1
556,It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.          1, 1
557,Nine out of ten for a truly lovely film.          1, 1
558,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.          1, 1
559,This is one of the best Italian thrillers of the early 70's.          1, 1
560,A standout scene.          1, 1
561,This scene is very strong and unpleasant.          0, 0
562,"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.          1", 1
563,It's still wild stuff though and is highly recommended to fans of giallo cinema.          1, 1
564,The movie was very interesting from beginning to the end.          1, 1
565,I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.          1, 1
566,This movie is also revealing.          1, 1
567,"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.          1", 1
568,And it was boring.          0, 0
569,"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.          0", 0
570,PS the only scene in the movie that was cool is when the central character finds her room blown up.          1, 1
571,"It's a fresh, subtle, and rather sublime effect.          1", 1
572,"An Italian reviewer called this ""a small, great film,"" and that's right.          1", 1
573,"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.          1", 1
574,"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.          1", 1
575,"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.          1", 1
576,Also the music by Mark Snow is possibly the best score I've ever heard.          1, 1
577,You won't forget this movie!          1, 1
578,Why was this film made?          0, 0
579,The film has an ultra-cheap look to it.          0, 0
580,The result is a film that just don't look right.          0, 0
581,None of them are engaging or exciting.          0, 0
582,The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.          0, 0
583,The Foreigner is not worth one second of your time.          0, 0
585,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.          1, 1
586,This movie is so awesome!          1, 1
587,"I loved it, it was really scary.          1", 1
588,I love the Scream movies and all horror movies and this one ranks way up there.          1, 1
589,If you want a real scare rent this one!          1, 1
590,10/10          1, 1
591,This is an extraordinary film.          1, 1
592,"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.          1", 1
593,"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.          1", 1
594,"The film is well paced, understated and one of the best courtroom documentaries I've seen.          1", 1
595,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.          1, 1
596,"Predictable, but not a bad watch.          1", 1
597,It was clear that she had the range and ability to pull off this part.          1, 1
598,She carries the movie well.          1, 1
599,Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.          1, 1
600,"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.          1", 1
601,"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.          0", 0
602,"In fact, this stinker smells like a direct-to-video release.          0", 0
603,Avoid at ALL costs!          0, 0
604,Star Trek V The final Frontier is the worst in the series.          0, 0
605,"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.          0", 0
606,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.          0, 0
607,The only place good for this film is in the garbage.          0, 0
608,The worst one of the series.          0, 0
609,Editing: The editing of this film was phenomenal in my opinion.          1, 1
610,"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.          1", 1
611,Cinematography: The film was shot in an interesting way.          1, 1
612,"Of course the footage from the 70s was grainy, but that only enhanced the film.          1", 1
613,This film offers many delights and surprises.          1, 1
614,"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.          1", 1
616,You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.          1, 1
617,But this understated film leaves a lasting impression.          1, 1
618,The warmth it generates is in contrast to its austere backdrop.          1, 1
619,You will leave the theater wanting to go out and dance under the stars.          1, 1
620,"The acting, as you'd expect from this cast, is top notch.          1", 1
621,"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.          1", 1
622,"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.          1", 1
623,Conclusion - I loved it.          1, 1
624,It's a long time since I was so entertained by a movie.          1, 1
625,I struggle to find anything bad to say about it.          1, 1
626,"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.          1", 1
628,"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.          1", 1
629,"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!          1", 1
630,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.          1, 1
631,Trumbull on I LOVE LUCY).          1, 1
632,See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.          1, 1
633,See both films if you can.          1, 1
634,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.          1", 1
635,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.          1", 1
636,Very disappointed and wondered how it could be in the Oscar shortlist.          0, 0
637,It's very slow.          0, 0
638,Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.          0, 0
639,) Don't waste your time.          0, 0
640,End of Days is one of the worst big-budget action movies I've ever seen.          0, 0
641,He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.          0, 0
642,This was one of the worst films i have ever seen.          0, 0
643,I'm still trying to get over how bad it was.          0, 0
644,This movie is possibly one of the most creative works of horror ever.          1, 1
645,"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.          1", 1
647,"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.          1", 1
648,"Otherwise, don't even waste your time on this.          0", 0
649,This one just fails to create any real suspense.          0, 0
650,"As for the killer, don't expect anything original or even remotely frightening.          0", 0
651,"There is, however, some pretty good acting (at least, for this type of film).          1", 1
652,I'm so sorry but I really can't recommend it to anyone.          0, 0
653,"One of the most boring,pointless movies I have ever seen.          0", 0
654,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.          0, 0
655,Hated it.          0, 0
656,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.          0, 0
657,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!          0", 0
658,I highly doubt that anyone could ever like this trash.          0, 0
659,This is not movie-making.          0, 0
660,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.          0", 0
661,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!          0", 0
662,I saw this short film on HBO the other day and absolutely loved it.          1, 1
663,I didn't realize how wonderful the short really is until the last two scenes.          1, 1
664,Excellent short film.          1, 1
665,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.          1", 1
666,"I agree with Jessica, this movie is pretty bad.          0", 0
667,"Characters are one-dimensional, even the good guys and especially the bad guys.          0", 0
668,The story line is totally predictable.          0, 0
669,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.          1", 1
670,I've seen soap operas more intelligent than this movie.          0, 0
671,"Bad characters, bad story and bad acting.          0", 0
672,Really awful.          0, 0
673,Not easy to watch.          0, 0
674,"Funny, clever, hip - just like Pray's previous film, Hype!          1", 1
675,It was a long time that i didn't see a so charismatic actor on screen.          1, 1
676,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.          1, 1
677,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.          1, 1
678,I rate this movie 9/10.          1, 1
679,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.          1", 1
680,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.          1, 1
681,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".          1", 1
682,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.          1, 1
683,"It never condescends, all the characters have good genuine hearts and believable problems.          1", 1
684,The two main characters may be two of the most believable children I ever saw put on screen.          1, 1
685,"They are so easy to love, but even more easy to identify with.          1", 1
686,This movie is great--especially if you enjoy visual arts.          1, 1
687,The scenery that the two daughters paint and photograph are beautiful.          1, 1
688,The story is also both funny and poignant at times.          1, 1
689,"People who like European films and ""art movies"" will like this movie.          1", 1
690,This is truly an art movie--it actually has a lot of art in it.          1, 1
691,Go rent it.          1, 1
692,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.          1", 1
693,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.          1", 1
694,Brilliance indeed.          1, 1
695,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.          1", 1
696,Think of the film being like a dream.          1, 1
697,Simply beautiful.          1, 1
698,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.          1, 1
699,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.          1", 1
700,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.          1, 1
701,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.          0", 0
702,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.          0", 0
703,The movie seemed a little slow at first.          0, 0
704,But it picked up speed and got right to the point.          1, 1
705,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".          1", 1
706,I enjoyed it.          1, 1
707,I have recommended it to friends.          1, 1
708,I was particularly pleased with the acting ability of Dwight Schultz.          1, 1
709,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.          1", 1
710,"Their on-screen chemistry, critical to the entire film, is genuine.          1", 1
711,"The film's dialogue is natural, real to life.          1", 1
712,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.          1", 1
713,The incredible soundtrack truly captures the essence of the film.          1, 1
714,"Each track commands sentiment, actually contributing to the scenes and characters.          1", 1
715,Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.          1, 1
716,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.          1", 1
717,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.          1", 1
718,Enough can not be said of the remarkable animation in this film.          1, 1
719,The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.          1, 1
720,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!          0", 0
722,If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.          0, 0
723,"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.          1", 1
724,"Just consider the excellent story, solid acting and look of the film as added bonuses.          1", 1
725,"Instead, we got a bore fest about a whiny, spoiled brat babysitting.          0", 0
726,"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.          1", 1
727,It is a very well acted and done TV Movie.          1, 1
728,Judith Light is one of my favorite actresses and I think she does a superb job in this film!          1, 1
729,I keep watching it over and over.          1, 1
730,"It's a sad movie, but very good.          1", 1
731,"If you have not seen this movie, I definitely recommend it!          1", 1
732,"She is as lovely as usual, this cutie!          1", 1
733,Still it's quite interesting and entertaining to follow.          1, 1
734,;) Recommend with confidence!          1, 1
735,This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.          1, 1
736,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).          1, 1
737,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.          1", 1
738,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.          1", 1
739,Fans of the genre will be in heaven.          1, 1
740,Lange had become a great actress.          1, 1
741,It looked like a wonderful story.          1, 1
742,I never walked out of a movie faster.          0, 0
743,I just got bored watching Jessice Lange take her clothes off!          0, 0
744,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.          0", 0
745,"In a word, it is embarrassing.          0", 0
746,Exceptionally bad!          0, 0
747,All in all its an insult to one's intelligence and a huge waste of money.          0, 0
